CHR,LOC_NUM,GWAS,GENE
chr10,72,META6,MEIG1
chr10,72,META6,ACBD7
chr10,72,META6,RPP38
chr10,72,META6,RPP38-DT
chr10,72,META6,FAM107B
chr10,72,META6,SUV39H2
chr10,72,META6,HSPA14
chr10,72,META6,CDNF
chr10,72,META6,LOC100421372
chr10,72,META6,DCLRE1CP1
chr10,72,META6,NMT2
chr10,72,META6,PPIAP30
chr10,72,META6,PTER
chr10,72,META6,DCLRE1C
chr10,72,META6,FAM171A1
chr10,72,META6,OLAH
chr10,72,META6,ITGA8
chr10,72,META6,ACBD7-DCLRE1CP1
chr10,72,META6,MINDY3
chr10,73,META6,MIR3158-1
chr10,73,META6,MIR3158-2
chr10,73,META6,FGF8
chr10,73,META6,NPM3
chr10,73,META6,HPS6
chr10,73,META6,LDB1
chr10,73,META6,ELOVL3
chr10,73,META6,PSD
chr10,73,META6,FBXL15
chr10,73,META6,CUEDC2
chr10,73,META6,MIR146B
chr10,73,META6,RPARP-AS1
chr10,73,META6,C10orf95
chr10,73,META6,CYP17A1
chr10,73,META6,RPEL1
chr10,73,META6,ATP5MD
chr10,73,META6,MIR1307
chr10,73,META6,DPCD
chr10,73,META6,FBXW4
chr10,73,META6,KCNIP2-AS1
chr10,73,META6,OGA
chr10,73,META6,KCNIP2
chr10,73,META6,PPRC1
chr10,73,META6,NOLC1
chr10,73,META6,NFKB2
chr10,73,META6,MFSD13A
chr10,73,META6,SUFU
chr10,73,META6,ARL3
chr10,73,META6,SFXN2
chr10,73,META6,TRIM8
chr10,73,META6,BORCS7
chr10,73,META6,WBP1L
chr10,73,META6,CNNM2
chr10,73,META6,LOC107984265
chr10,73,META6,TAF5
chr10,73,META6,PCGF6
chr10,73,META6,BTRC
chr10,73,META6,POLL
chr10,73,META6,ARMH3
chr10,73,META6,GBF1
chr10,73,META6,PITX3
chr10,73,META6,ACTR1A
chr10,73,META6,NT5C2
chr10,73,META6,BORCS7-ASMT
chr10,73,META6,PDCD11
chr10,73,META6,AS3MT
chr10,73,META6,INA
chr10,74,META6,HPS6
chr10,74,META6,LDB1
chr10,74,META6,ELOVL3
chr10,74,META6,PSD
chr10,74,META6,FBXL15
chr10,74,META6,CUEDC2
chr10,74,META6,MIR146B
chr10,74,META6,RPARP-AS1
chr10,74,META6,C10orf95
chr10,74,META6,CYP17A1
chr10,74,META6,RPEL1
chr10,74,META6,ATP5MD
chr10,74,META6,MIR1307
chr10,74,META6,CALHM1
chr10,74,META6,CALHM3
chr10,74,META6,SH3PXD2A-AS1
chr10,74,META6,PPRC1
chr10,74,META6,NOLC1
chr10,74,META6,NFKB2
chr10,74,META6,MFSD13A
chr10,74,META6,SUFU
chr10,74,META6,ARL3
chr10,74,META6,SFXN2
chr10,74,META6,TRIM8
chr10,74,META6,BORCS7
chr10,74,META6,WBP1L
chr10,74,META6,CNNM2
chr10,74,META6,LOC107984265
chr10,74,META6,TAF5
chr10,74,META6,PCGF6
chr10,74,META6,CALHM2
chr10,74,META6,NEURL1-AS1
chr10,74,META6,ARMH3
chr10,74,META6,GBF1
chr10,74,META6,PITX3
chr10,74,META6,ACTR1A
chr10,74,META6,NT5C2
chr10,74,META6,BORCS7-ASMT
chr10,74,META6,NEURL1
chr10,74,META6,PDCD11
chr10,74,META6,SH3PXD2A
chr10,74,META6,AS3MT
chr10,74,META6,INA
chr10,75,META6,SNORA19
chr10,75,META6,MIR4681
chr10,75,META6,INPP5F
chr10,75,META6,MIR4682
chr10,75,META6,RPL21
chr10,75,META6,LINC01561
chr10,75,META6,DENND10
chr10,75,META6,EIF3A
chr10,75,META6,NANOS1
chr10,75,META6,PRDX3
chr10,75,META6,RGS10
chr10,75,META6,TIAL1
chr10,75,META6,MCMBP
chr10,75,META6,GRK5
chr10,75,META6,SFXN4
chr10,75,META6,CACUL1
chr10,75,META6,SEC23IP
chr10,75,META6,BAG3
chr10,75,META6,PLPP4
chr10,75,META6,WDR11
chr10,75,META6,WDR11-AS1
chr11,76,META6,SNORA70E
chr11,76,META6,RAB30-DT
chr11,76,META6,LOC100506282
chr11,76,META6,PCF11-AS1
chr11,76,META6,DDIAS
chr11,76,META6,RAB30
chr11,76,META6,PCF11
chr11,76,META6,ANKRD42
chr11,76,META6,CCDC90B
chr11,76,META6,DLG2
chr11,76,META6,PRCP
chr11,77,META6,LOC101928847
chr11,77,META6,NCAM1-AS1
chr11,77,META6,MIR4301
chr11,77,META6,CLDN25
chr11,77,META6,C11orf71
chr11,77,META6,TTC12
chr11,77,META6,DRD2
chr11,77,META6,ANKK1
chr11,77,META6,TMPRSS5
chr11,77,META6,USP28
chr11,77,META6,HTR3A
chr11,77,META6,HTR3B
chr11,77,META6,NNMT
chr11,77,META6,LOC101928940
chr11,77,META6,RBM7
chr11,77,META6,REXO2
chr11,77,META6,NXPE4
chr11,77,META6,ZW10
chr11,77,META6,ZBTB16
chr11,77,META6,NXPE2
chr11,77,META6,NXPE1
chr11,77,META6,NCAM1
chr11,78,META6,MIR4697
chr11,78,META6,SNORD153
chr11,78,META6,ACAD8
chr11,78,META6,LINC02743
chr11,78,META6,SPATA19
chr11,78,META6,LINC02731
chr11,78,META6,GLB1L2
chr11,78,META6,THYN1
chr11,78,META6,VPS26B
chr11,78,META6,GLB1L3
chr11,78,META6,B3GAT1
chr11,78,META6,OPCML
chr11,78,META6,JAM3
chr11,78,META6,IGSF9B
chr11,78,META6,LINC02714
chr11,78,META6,B3GAT1-DT
chr11,78,META6,NCAPD3
chr12,79,META6,FAM138D
chr12,79,META6,SLC6A12-AS1
chr12,79,META6,LOC102723544
chr12,79,META6,LOC105369595
chr12,79,META6,RAD52
chr12,79,META6,LINC00942
chr12,79,META6,LOC107984507
chr12,79,META6,MIR3649
chr12,79,META6,WASH8P
chr12,79,META6,SLC6A12
chr12,79,META6,LOC574538
chr12,79,META6,KDM5A
chr12,79,META6,CCDC77
chr12,79,META6,NINJ2-AS1
chr12,79,META6,NINJ2
chr12,79,META6,WNT5B
chr12,79,META6,WNK1
chr12,79,META6,SLC6A13
chr12,79,META6,IQSEC3
chr12,79,META6,B4GALNT3
chr12,79,META6,LRTM2
chr12,79,META6,FBXL14
chr12,79,META6,ADIPOR2
chr12,79,META6,CACNA2D4
chr12,79,META6,ERC1
chr12,80,META6,C12orf40
chr12,80,META6,LINC02471
chr12,80,META6,ABCD2
chr12,80,META6,KIF21A
chr12,80,META6,MUC19
chr12,80,META6,LRRK2
chr12,80,META6,CNTN1
chr12,80,META6,SLC2A13
chr12,80,META6,PDZRN4
chr12,81,META6,RACGAP1P1
chr12,81,META6,DBX2
chr12,81,META6,PLEKHA8P1
chr12,81,META6,LINC00938
chr12,81,META6,SCAF11
chr12,81,META6,SLC38A1
chr12,81,META6,SLC38A2
chr12,81,META6,ANO6
chr12,81,META6,ARID2
chr12,81,META6,SLC38A4
chr12,81,META6,LOC100288798
chr12,82,META6,LALBA
chr12,82,META6,SNORA2C
chr12,82,META6,MIR1291
chr12,82,META6,SNORA2A
chr12,82,META6,SNORA2B
chr12,82,META6,MIR4701
chr12,82,META6,ADCY6-DT
chr12,82,META6,RND1
chr12,82,META6,FKBP11
chr12,82,META6,WNT10B
chr12,82,META6,WNT1
chr12,82,META6,DDN
chr12,82,META6,RHEBL1
chr12,82,META6,DHH
chr12,82,META6,TUBA1B
chr12,82,META6,TUBA1A
chr12,82,META6,PRPH
chr12,82,META6,TROAP
chr12,82,META6,C1QL4
chr12,82,META6,LOC100335030
chr12,82,META6,LINC02396
chr12,82,META6,AQP5
chr12,82,META6,LOC101927318
chr12,82,META6,AQP6
chr12,82,META6,ASIC1
chr12,82,META6,GPD1
chr12,82,META6,MIR1293
chr12,82,META6,SNORD133
chr12,82,META6,KANSL2
chr12,82,META6,CCNT1
chr12,82,META6,DDX23
chr12,82,META6,CACNB3
chr12,82,META6,ADCY6
chr12,82,META6,PRKAG1
chr12,82,META6,DDN-AS1
chr12,82,META6,CCDC65
chr12,82,META6,ARF3
chr12,82,META6,LMBR1L
chr12,82,META6,TUBA1C
chr12,82,META6,LOC101927267
chr12,82,META6,DNAJC22
chr12,82,META6,PRPF40B
chr12,82,META6,FAM186B
chr12,82,META6,MCRS1
chr12,82,META6,TMBIM6
chr12,82,META6,BCDIN3D-AS1
chr12,82,META6,LINC02395
chr12,82,META6,FAIM2
chr12,82,META6,BCDIN3D
chr12,82,META6,RACGAP1
chr12,82,META6,AQP2
chr12,82,META6,COX14
chr12,82,META6,CERS5
chr12,82,META6,SMARCD1
chr12,82,META6,LARP4
chr12,82,META6,TEX49
chr12,82,META6,KMT2D
chr12,82,META6,SPATS2
chr12,82,META6,LIMA1
chr12,82,META6,KCNH3
chr12,82,META6,NCKAP5L
chr12,82,META6,FMNL3
chr12,82,META6,DIP2B
chr12,82,META6,FAM186A
chr12,83,META6,MRS2P2
chr12,83,META6,TSPAN8
chr12,83,META6,THAP2
chr12,83,META6,ZFC3H1
chr12,83,META6,RAB21
chr12,83,META6,TBC1D15
chr12,83,META6,TRHDE-AS1
chr12,83,META6,PTPRR
chr12,83,META6,LGR5
chr12,83,META6,TMEM19
chr12,83,META6,TPH2
chr12,83,META6,TRHDE
chr12,84,META6,MIR1827
chr12,84,META6,DEPDC4
chr12,84,META6,MIR548AQ
chr12,84,META6,SYCP3
chr12,84,META6,ACTR6
chr12,84,META6,GOLGA2P5
chr12,84,META6,GAS2L3
chr12,84,META6,ARL1
chr12,84,META6,SPIC
chr12,84,META6,MYBPC1
chr12,84,META6,GNPTAB
chr12,84,META6,DRAM1
chr12,84,META6,NR1H4
chr12,84,META6,UHRF1BP1L
chr12,84,META6,SCYL2
chr12,84,META6,SLC17A8
chr12,84,META6,ANO4
chr12,84,META6,UTP20
chr12,84,META6,SLC5A8
chr12,84,META6,CHPT1
chr12,85,META6,LOC100505978
chr12,85,META6,MTERF2
chr12,85,META6,ASCL4
chr12,85,META6,LOC728739
chr12,85,META6,TMEM263
chr12,85,META6,PWP1
chr12,85,META6,CMKLR1
chr12,85,META6,LINC01498
chr12,85,META6,RIC8B
chr12,85,META6,LOC100287944
chr12,85,META6,POLR3B
chr12,85,META6,RFX4
chr12,85,META6,BTBD11
chr12,85,META6,LOC101929162
chr12,85,META6,CRY1
chr12,85,META6,PRDM4
chr12,85,META6,WSCD2
chr12,86,META6,MIR4496
chr12,86,META6,MIR619
chr12,86,META6,USP30-AS1
chr12,86,META6,ALKBH2
chr12,86,META6,LINC01486
chr12,86,META6,MIR4497
chr12,86,META6,C12orf76
chr12,86,META6,SELPLG
chr12,86,META6,TMEM119
chr12,86,META6,SSH1
chr12,86,META6,DAO
chr12,86,META6,UNG
chr12,86,META6,USP30
chr12,86,META6,FOXN4
chr12,86,META6,KCTD10
chr12,86,META6,UBE3B
chr12,86,META6,MMAB
chr12,86,META6,FAM222A-AS1
chr12,86,META6,TRPV4
chr12,86,META6,FAM222A
chr12,86,META6,TCHP
chr12,86,META6,GLTP
chr12,86,META6,ANKRD13A
chr12,86,META6,IFT81
chr12,86,META6,ATP2A2
chr12,86,META6,ANAPC7
chr12,86,META6,GPN3
chr12,86,META6,ARPC3
chr12,86,META6,FAM216A
chr12,86,META6,RAD9B
chr12,86,META6,PPTC7
chr12,86,META6,CORO1C
chr12,86,META6,SVOP
chr12,86,META6,GIT2
chr12,86,META6,MYO1H
chr12,86,META6,MVK
chr12,86,META6,ACACB
chr12,86,META6,VPS29
chr12,87,META6,LOC100506691
chr12,87,META6,IL31
chr12,87,META6,LOC101593348
chr12,87,META6,CLIP1-AS1
chr12,87,META6,MIR9902-1
chr12,87,META6,MIR9902-2
chr12,87,META6,HCAR2
chr12,87,META6,HCAR1
chr12,87,META6,ARL6IP4
chr12,87,META6,MIR4304
chr12,87,META6,PITPNM2-AS1
chr12,87,META6,CDK2AP1
chr12,87,META6,MIR8072
chr12,87,META6,SBNO1-AS1
chr12,87,META6,SNRNP35
chr12,87,META6,MIR3908
chr12,87,META6,TMED2-DT
chr12,87,META6,TMED2
chr12,87,META6,SNORA9B
chr12,87,META6,HPD
chr12,87,META6,CFAP251
chr12,87,META6,MLXIP
chr12,87,META6,DIABLO
chr12,87,META6,LRRC43
chr12,87,META6,VPS33A
chr12,87,META6,B3GNT4
chr12,87,META6,ZCCHC8
chr12,87,META6,RSRC2
chr12,87,META6,DENR
chr12,87,META6,HCAR3
chr12,87,META6,HIP1R
chr12,87,META6,VPS37B
chr12,87,META6,OGFOD2
chr12,87,META6,C12orf65
chr12,87,META6,KMT5A
chr12,87,META6,RILPL2
chr12,87,META6,RILPL1
chr12,87,META6,DDX55
chr12,87,META6,GTF2H3
chr12,87,META6,EIF2B1
chr12,87,META6,TCTN2
chr12,87,META6,BCL7A
chr12,87,META6,KNTC1
chr12,87,META6,PSMD9
chr12,87,META6,CLIP1
chr12,87,META6,PITPNM2
chr12,87,META6,ABCB9
chr12,87,META6,MPHOSPH9
chr12,87,META6,CCDC62
chr12,87,META6,SBNO1
chr12,87,META6,DNAH10
chr12,87,META6,ATP6V0A2
chr13,88,META6,LPAR6
chr13,88,META6,MLNR
chr13,88,META6,LOC105370203
chr13,88,META6,ARL11
chr13,88,META6,CTAGE10P
chr13,88,META6,MIR3613
chr13,88,META6,MIR16-1
chr13,88,META6,MIR15A
chr13,88,META6,ST13P4
chr13,88,META6,RCBTB2
chr13,88,META6,LINC00462
chr13,88,META6,CYSLTR2
chr13,88,META6,CAB39L
chr13,88,META6,SETDB2-PHF11
chr13,88,META6,SETDB2
chr13,88,META6,PHF11
chr13,88,META6,RCBTB1
chr13,88,META6,KPNA3
chr13,88,META6,SPRYD7
chr13,88,META6,TRIM13
chr13,88,META6,KCNRG
chr13,88,META6,DLEU1
chr13,88,META6,FNDC3A
chr13,88,META6,RB1
chr13,88,META6,DLEU2
chr13,88,META6,EBPL
chr13,88,META6,CDADC1
chr13,89,META6,MIR4501
chr13,89,META6,RNF113B
chr13,89,META6,MIR3170
chr13,89,META6,LINC00359
chr13,89,META6,LINC00456
chr13,89,META6,RAP2A
chr13,89,META6,IPO5
chr13,89,META6,MBNL2
chr13,89,META6,OXGR1
chr13,89,META6,FARP1
chr13,89,META6,HS6ST3
chr13,90,META6,LINC00399
chr13,90,META6,LINC00676
chr13,90,META6,LINC00396
chr13,90,META6,LOC105370361
chr13,90,META6,MIR8073
chr13,90,META6,COL4A2-AS1
chr13,90,META6,ING1
chr13,90,META6,MYO16-AS1
chr13,90,META6,IRS2
chr13,90,META6,COL4A2-AS2
chr13,90,META6,RAB20
chr13,90,META6,CARS2
chr13,90,META6,COL4A2
chr13,90,META6,COL4A1
chr13,90,META6,NAXD
chr13,90,META6,MYO16
chr14,91,META6,MIR4503
chr14,91,META6,SLC25A21-AS1
chr14,91,META6,FOXA1
chr14,91,META6,SSTR1
chr14,91,META6,CLEC14A
chr14,91,META6,TTC6
chr14,91,META6,LINC00517
chr14,91,META6,MIPOL1
chr14,91,META6,LOC112268136
chr14,91,META6,LINC00639
chr14,91,META6,SLC25A21
chr14,92,META6,MIR5580
chr14,92,META6,MIR4308
chr14,92,META6,LGALS3
chr14,92,META6,KTN1-AS1
chr14,92,META6,RPL13AP3
chr14,92,META6,BMP4
chr14,92,META6,CDKN3
chr14,92,META6,GMFB
chr14,92,META6,CNIH1
chr14,92,META6,GCH1
chr14,92,META6,SOCS4
chr14,92,META6,WDHD1
chr14,92,META6,MAPK1IP1L
chr14,92,META6,TBPL2
chr14,92,META6,ATG14
chr14,92,META6,KTN1
chr14,92,META6,LINC00520
chr14,92,META6,FBXO34
chr14,92,META6,SAMD4A
chr14,92,META6,DLGAP5
chr14,92,META6,CGRRF1
chr14,93,META6,GPR65
chr14,93,META6,LINC01147
chr14,93,META6,LINC02330
chr14,93,META6,SPATA7
chr14,93,META6,GALC
chr14,93,META6,TTC8
chr14,93,META6,ZC3H14
chr14,93,META6,KCNK10
chr14,93,META6,PTPN21
chr14,93,META6,EML5
chr14,93,META6,LINC01146
chr14,94,META6,MIR342
chr14,94,META6,MIR151B
chr14,94,META6,MIR6764
chr14,94,META6,MIR345
chr14,94,META6,SLC25A47
chr14,94,META6,BEGAIN
chr14,94,META6,MIR2392
chr14,94,META6,MIR770
chr14,94,META6,MIR337
chr14,94,META6,MIR665
chr14,94,META6,MIR493
chr14,94,META6,MIR136
chr14,94,META6,MIR432
chr14,94,META6,MIR433
chr14,94,META6,MIR127
chr14,94,META6,MIR431
chr14,94,META6,SNORD112
chr14,94,META6,SNORD113-1
chr14,94,META6,MIR370
chr14,94,META6,SNORD113-2
chr14,94,META6,SNORD113-3
chr14,94,META6,SNORD113-4
chr14,94,META6,SNORD113-5
chr14,94,META6,SNORD113-6
chr14,94,META6,SNORD113-7
chr14,94,META6,SNORD113-8
chr14,94,META6,SNORD113-9
chr14,94,META6,SNORD114-1
chr14,94,META6,SNORD114-2
chr14,94,META6,SNORD114-3
chr14,94,META6,SNORD114-4
chr14,94,META6,SNORD114-5
chr14,94,META6,SNORD114-6
chr14,94,META6,SNORD114-7
chr14,94,META6,SNORD114-8
chr14,94,META6,SNORD114-9
chr14,94,META6,SNORD114-10
chr14,94,META6,SNORD114-11
chr14,94,META6,SNORD114-12
chr14,94,META6,SNORD114-13
chr14,94,META6,SNORD114-14
chr14,94,META6,SNORD114-15
chr14,94,META6,SNORD114-16
chr14,94,META6,SNORD114-17
chr14,94,META6,SNORD114-18
chr14,94,META6,SNORD114-19
chr14,94,META6,SNORD114-20
chr14,94,META6,SNORD114-21
chr14,94,META6,SNORD114-22
chr14,94,META6,SNORD114-23
chr14,94,META6,SNORD114-24
chr14,94,META6,SNORD114-25
chr14,94,META6,SNORD114-26
chr14,94,META6,SNORD114-27
chr14,94,META6,SNORD114-28
chr14,94,META6,SNORD114-29
chr14,94,META6,SNORD114-30
chr14,94,META6,SNORD114-31
chr14,94,META6,MIR411
chr14,94,META6,MIR379
chr14,94,META6,MIR758
chr14,94,META6,MIR1197
chr14,94,META6,MIR323A
chr14,94,META6,MIR1193
chr14,94,META6,MIR376C
chr14,94,META6,MIR299
chr14,94,META6,MIR543
chr14,94,META6,MIR495
chr14,94,META6,MIR494
chr14,94,META6,MIR380
chr14,94,META6,MIR329-2
chr14,94,META6,MIR329-1
chr14,94,META6,MIR323B
chr14,94,META6,MIR654
chr14,94,META6,MIR300
chr14,94,META6,MIR382
chr14,94,META6,MIR381
chr14,94,META6,MIR544A
chr14,94,META6,MIR376A1
chr14,94,META6,MIR376B
chr14,94,META6,MIR1185-1
chr14,94,META6,MIR1185-2
chr14,94,META6,MIR381HG
chr14,94,META6,MIR487A
chr14,94,META6,MIR889
chr14,94,META6,MIR668
chr14,94,META6,MIR487B
chr14,94,META6,MIR485
chr14,94,META6,MIR539
chr14,94,META6,MIR134
chr14,94,META6,MIR655
chr14,94,META6,MIR377
chr14,94,META6,MIR656
chr14,94,META6,MIR412
chr14,94,META6,MIR369
chr14,94,META6,MIR410
chr14,94,META6,MIR496
chr14,94,META6,MIR541
chr14,94,META6,MIR154
chr14,94,META6,MIR409
chr14,94,META6,LINC00524
chr14,94,META6,LINC02314
chr14,94,META6,DIO3
chr14,94,META6,DIO3OS
chr14,94,META6,MIR1247
chr14,94,META6,LINC00239
chr14,94,META6,DEGS2
chr14,94,META6,WARS1
chr14,94,META6,SLC25A29
chr14,94,META6,DLK1
chr14,94,META6,RTL1
chr14,94,META6,MEG3
chr14,94,META6,MIR376A2
chr14,94,META6,MEG9
chr14,94,META6,LINC02285
chr14,94,META6,EVL
chr14,94,META6,EML1
chr14,94,META6,YY1
chr14,94,META6,WDR25
chr14,94,META6,MEG8
chr14,94,META6,LINC00523
chr15,95,META6,GABPB1-IT1
chr15,95,META6,MIR4712
chr15,95,META6,GABPB1-AS1
chr15,95,META6,DCAF13P3
chr15,95,META6,MIR4713
chr15,95,META6,MIR7973-2
chr15,95,META6,MIR7973-1
chr15,95,META6,HDC
chr15,95,META6,USP50
chr15,95,META6,TNFAIP8L3
chr15,95,META6,CYP19A1
chr15,95,META6,SCG3
chr15,95,META6,SLC27A2
chr15,95,META6,ATP8B4
chr15,95,META6,MIR4713HG
chr15,95,META6,TRPM7
chr15,95,META6,AP4E1
chr15,95,META6,USP8
chr15,95,META6,SPPL2A
chr15,95,META6,DMXL2
chr15,95,META6,GLDN
chr15,95,META6,GABPB1
chr15,96,META6,LINC02349
chr15,96,META6,LOC101928907
chr15,96,META6,C2CD4A
chr15,96,META6,C2CD4B
chr15,96,META6,LOC107984784
chr15,96,META6,MIR8067
chr15,96,META6,MIR6085
chr15,96,META6,MGC15885
chr15,96,META6,GOLGA2P11
chr15,96,META6,TLN2
chr15,96,META6,VPS13C
chr15,96,META6,RORA
chr15,97,META6,MIR422A
chr15,97,META6,SNX22
chr15,97,META6,MIR1272
chr15,97,META6,PIF1
chr15,97,META6,SLC51B
chr15,97,META6,SNORA24B
chr15,97,META6,RNU5A-1
chr15,97,META6,RNU5B-1
chr15,97,META6,LOC101928988
chr15,97,META6,CIAO2A
chr15,97,META6,PPIB
chr15,97,META6,SNX1
chr15,97,META6,PCLAF
chr15,97,META6,TRIP4
chr15,97,META6,OAZ2
chr15,97,META6,PLEKHO2
chr15,97,META6,ANKDD1A
chr15,97,META6,SPG21
chr15,97,META6,RASL12
chr15,97,META6,PDCD7
chr15,97,META6,KBTBD13
chr15,97,META6,UBAP1L
chr15,97,META6,CILP
chr15,97,META6,CLPX
chr15,97,META6,IGDCC3
chr15,97,META6,DPP8
chr15,97,META6,INTS14
chr15,97,META6,HERC1
chr15,97,META6,CSNK1G1
chr15,97,META6,ZNF609
chr15,97,META6,RBPMS2
chr15,97,META6,HACD3
chr15,97,META6,PARP16
chr15,97,META6,IGDCC4
chr15,97,META6,MTFMT
chr15,97,META6,DAPK2
chr15,98,META6,MRPS11
chr15,98,META6,MRPL46
chr15,98,META6,MIR3529
chr15,98,META6,MIR7-2
chr15,98,META6,MIR1179
chr15,98,META6,AEN
chr15,98,META6,MIR6766
chr15,98,META6,MIR9-3
chr15,98,META6,MESP1
chr15,98,META6,MESP2
chr15,98,META6,MIR5094
chr15,98,META6,MIR5009
chr15,98,META6,NTRK3-AS1
chr15,98,META6,DET1
chr15,98,META6,LINC01586
chr15,98,META6,ISG20
chr15,98,META6,MFGE8
chr15,98,META6,HAPLN3
chr15,98,META6,RLBP1
chr15,98,META6,POLG
chr15,98,META6,RHCG
chr15,98,META6,LOC105371031
chr15,98,META6,TICRR
chr15,98,META6,PLIN1
chr15,98,META6,PEX11A
chr15,98,META6,WDR93
chr15,98,META6,AP3S2
chr15,98,META6,ANPEP
chr15,98,META6,ARPIN
chr15,98,META6,ARPIN-AP3S2
chr15,98,META6,ACAN
chr15,98,META6,FANCI
chr15,98,META6,MIR9-3HG
chr15,98,META6,LINC00928
chr15,98,META6,KIF7
chr15,98,META6,NTRK3
chr15,98,META6,ABHD2
chr16,99,META6,RHBDL1
chr16,99,META6,STUB1
chr16,99,META6,LINC02867
chr16,99,META6,JMJD8
chr16,99,META6,METRN
chr16,99,META6,HAGHL
chr16,99,META6,ANTKMT
chr16,99,META6,CCDC78
chr16,99,META6,MSLN
chr16,99,META6,MIR662
chr16,99,META6,GNG13
chr16,99,META6,CHTF18
chr16,99,META6,PRR25
chr16,99,META6,CEROX1
chr16,99,META6,C1QTNF8
chr16,99,META6,TPSG1
chr16,99,META6,TPSAB1
chr16,99,META6,TPSD1
chr16,99,META6,TSR3
chr16,99,META6,C16orf91
chr16,99,META6,PERCC1
chr16,99,META6,PTX4
chr16,99,META6,MIR3177
chr16,99,META6,EME2
chr16,99,META6,NME3
chr16,99,META6,MRPS34
chr16,99,META6,SPSB3
chr16,99,META6,IGFALS
chr16,99,META6,FAHD1
chr16,99,META6,LINC02124
chr16,99,META6,MSRB1
chr16,99,META6,NDUFB10
chr16,99,META6,SNHG9
chr16,99,META6,SNORA10
chr16,99,META6,SNORA64
chr16,99,META6,SNORA78
chr16,99,META6,RPS2
chr16,99,META6,RNF151
chr16,99,META6,NOXO1
chr16,99,META6,SYNGR3
chr16,99,META6,GFER
chr16,99,META6,NPW
chr16,99,META6,NTHL1
chr16,99,META6,SLC9A3R2
chr16,99,META6,LOC105371049
chr16,99,META6,MIR1225
chr16,99,META6,MIR6511B1
chr16,99,META6,MIR6511B2
chr16,99,META6,MIR4516
chr16,99,META6,MIR3180-5
chr16,99,META6,SNORD60
chr16,99,META6,RAB26
chr16,99,META6,SNHG19
chr16,99,META6,MLST8
chr16,99,META6,BRICD5
chr16,99,META6,DNASE1L2
chr16,99,META6,LOC106660606
chr16,99,META6,MIR940
chr16,99,META6,MIR3677
chr16,99,META6,MIR4717
chr16,99,META6,MIR6767
chr16,99,META6,MIR6768
chr16,99,META6,LOC729652
chr16,99,META6,TEDC2
chr16,99,META6,ATP6V0C
chr16,99,META6,CEMP1
chr16,99,META6,MIR3178
chr16,99,META6,FLJ42627
chr16,99,META6,RHOT2
chr16,99,META6,CIAO3
chr16,99,META6,FBXL16
chr16,99,META6,WDR24
chr16,99,META6,SOX8
chr16,99,META6,LMF1-AS1
chr16,99,META6,SSTR5
chr16,99,META6,SSTR5-AS1
chr16,99,META6,TPSB2
chr16,99,META6,UNKL
chr16,99,META6,BAIAP3
chr16,99,META6,GNPTG
chr16,99,META6,CLCN7
chr16,99,META6,TMEM204
chr16,99,META6,TELO2
chr16,99,META6,LOC105371046
chr16,99,META6,CRAMP1
chr16,99,META6,JPT2
chr16,99,META6,MAPK8IP3
chr16,99,META6,HAGH
chr16,99,META6,NUBP2
chr16,99,META6,LINC00254
chr16,99,META6,RPL3L
chr16,99,META6,HS3ST6
chr16,99,META6,TSC2
chr16,99,META6,TBL3
chr16,99,META6,ZNF598
chr16,99,META6,CASKIN1
chr16,99,META6,PGP
chr16,99,META6,TRAF7
chr16,99,META6,ECI1
chr16,99,META6,RNPS1
chr16,99,META6,ABCA3
chr16,99,META6,CCNF
chr16,99,META6,NTN3
chr16,99,META6,AMDHD2
chr16,99,META6,PDPK1
chr16,99,META6,ERVK13-1
chr16,99,META6,RPUSD1
chr16,99,META6,LMF1
chr16,99,META6,WDR90
chr16,99,META6,UBE2I
chr16,99,META6,MEIOB
chr16,99,META6,IFT140
chr16,99,META6,CCDC154
chr16,99,META6,CACNA1H
chr16,99,META6,TBC1D24
chr16,99,META6,ABCA17P
chr16,99,META6,LOC652276
chr16,99,META6,E4F1
chr16,99,META6,PKD1
chr16,100,META6,NPIPA7
chr16,100,META6,LOC100288162
chr16,100,META6,MIR6511A1
chr16,100,META6,MIR6511A3
chr16,100,META6,MIR6511A4
chr16,100,META6,MIR6511A2
chr16,100,META6,MIR6770-1
chr16,100,META6,MIR6770-2
chr16,100,META6,MIR6770-3
chr16,100,META6,MIR3180-1
chr16,100,META6,MIR3180-3
chr16,100,META6,MIR3180-2
chr16,100,META6,MIR3670-2
chr16,100,META6,MIR3670-3
chr16,100,META6,MIR3670-4
chr16,100,META6,MIR3179-1
chr16,100,META6,MIR3179-2
chr16,100,META6,MIR3179-3
chr16,100,META6,MIR3179-4
chr16,100,META6,MIR3670-1
chr16,100,META6,RPS15A
chr16,100,META6,LOC102723385
chr16,100,META6,NPIPA8
chr16,100,META6,PKD1P5-LOC105376752
chr16,100,META6,ABCC6P1
chr16,100,META6,NOMO2
chr16,100,META6,ARL6IP1
chr16,100,META6,ITPRIPL2
chr16,100,META6,COQ7
chr16,100,META6,CLEC19A
chr16,100,META6,TMC5
chr16,100,META6,GDE1
chr16,100,META6,KNOP1
chr16,100,META6,GPRC5B
chr16,100,META6,PKD1P4-NPIPA8
chr16,100,META6,TMC7
chr16,100,META6,VPS35L
chr16,100,META6,IQCK
chr16,100,META6,CCP110
chr16,100,META6,SYT17
chr16,100,META6,GPR139
